Timestamp,DataflowName,Category,DurationMinutes,EstimatedCU,Status
10/21/2025 15:38,df_ARMASTER_Raw,RawSource,15.5,38.75,Success
10/21/2025 15:38,df_Dim_Customer,Dimension,8.2,24.6,Success
10/21/2025 15:39,df_Fact_Sales,FactTable,5,20,Failed
10/21/2025 15:38,df_ARMASTER_Raw,RawSource,15.5,38.75,Success
10/21/2025 15:38,df_Dim_Customer,Dimension,8.2,24.6,Success
10/21/2025 15:39,df_Fact_Sales,FactTable,5,20,Failed
10/21/2025 15:38,df_ARMASTER_Raw,RawSource,15.5,38.75,Success
10/21/2025 15:38,df_Dim_Customer,Dimension,8.2,24.6,Success
10/21/2025 15:39,df_Fact_Sales,FactTable,5,20,Failed
10/21/2025 15:38,df_ARMASTER_Raw,RawSource,15.5,38.75,Success
10/21/2025 15:38,df_Dim_Customer,Dimension,8.2,24.6,Success
10/21/2025 15:39,df_Fact_Sales,FactTable,5,20,Failed
10/21/2025 15:38,df_ARMASTER_Raw,RawSource,15.5,38.75,Success
10/21/2025 15:38,df_Dim_Customer,Dimension,8.2,24.6,Success
10/21/2025 15:39,df_Fact_Sales,FactTable,5,20,Failed
10/21/2025 15:38,df_ARMASTER_Raw,RawSource,15.5,38.75,Success
10/21/2025 15:38,df_Dim_Customer,Dimension,8.2,24.6,Success
10/21/2025 15:39,df_Fact_Sales,FactTable,5,20,Failed
10/22/2025 9:56,df_WKROFILE_Raw,RawSource,1.5,3.75,Success
10/22/2025 9:56,df_WKVEHFL_Raw,RawSource,1.5,3.75,Success
10/22/2025 9:56,df_VHSTOCK_Raw,RawSource,1.5,3.75,Success
10/22/2025 9:56,df_WKOTHSUB_Raw,RawSource,1.5,3.75,Success
10/22/2025 9:56,df_WKINVREG_Raw,RawSource,1.5,3.75,Success
10/22/2025 9:56,df_WKRODESC_Raw,RawSource,1.5,3.75,Success
10/22/2025 9:56,df_WKMECHWK_Raw,RawSource,1.5,3.75,Success
10/22/2025 9:56,df_WARSUBCI_LABOUR_Raw,RawSource,1.5,3.75,Success
10/22/2025 9:56,df_INTRANS_Raw,RawSource,1.5,3.75,Success
10/22/2025 9:56,df_CONTACT_Raw,RawSource,1.5,3.75,Success
10/22/2025 9:56,df_ARMASTER_Raw,RawSource,1.5,3.75,Success
10/22/2025 9:56,df_INSALORD_Raw,RawSource,1.5,3.75,Success
10/22/2025 9:56,df_INSALPAR_Raw,RawSource,1.5,3.75,Success
10/22/2025 9:56,df_JDIS_PART_INFORMATION_Raw,RawSource,1.5,3.75,Success
10/22/2025 9:56,df_BranchOperational_Raw,RawSource,1.5,3.75,Success
10/22/2025 9:56,df_RepairOrderDetail_Raw,RawSource,1.5,3.75,Success
10/22/2025 9:56,df_Technician_Raw,RawSource,1.5,3.75,Success
10/22/2025 9:56,df_TechnicianPunchedDetail_Raw,RawSource,1.5,3.75,Success
10/22/2025 9:56,df_Invoice_Raw,RawSource,1.5,3.75,Success
10/22/2025 9:56,df_ArMaster_Customer_Raw,RawSource,1.5,3.75,Success
10/22/2025 9:56,df_ArMaster_Contact_Raw,RawSource,1.5,3.75,Success
10/22/2025 9:56,df_WarClaim_Raw,RawSource,1.5,3.75,Success
10/22/2025 9:56,df_VhStockAccess_Raw,RawSource,1.5,3.75,Success
10/22/2025 9:56,df_CustomerAnatomy_Raw,RawSource,1.5,3.75,Success
10/22/2025 9:56,df_TechnicianInvoiceDetail_Raw,RawSource,1.5,3.75,Success
10/22/2025 9:56,df_InHist_PmManage_Raw,RawSource,1.5,3.75,Success
10/22/2025 15:18,df_VHSTOCK_Raw,RawSource,0,0,Triggered
10/22/2025 15:18,df_CONTACT_Raw,RawSource,0,0,Triggered
10/22/2025 15:20,df_Dim_Date,Dimension,0,0,Triggered
10/22/2025 15:20,df_Dim_Location,Dimension,0,0,Triggered
10/22/2025 15:22,df_Fact_Branch12_Transactions,FactTable,0,0,Triggered
10/22/2025 15:22,df_Fact_Top50_JobCodes,FactTable,0,0,Triggered
10/24/2025 9:54,df_WKROFILE_Raw,RawSource,0,0,Triggered
10/24/2025 9:54,df_WKVEHFL_Raw,RawSource,0,0,Triggered
10/24/2025 9:54,df_VHSTOCK_Raw,RawSource,0,0,Triggered
10/24/2025 9:54,df_WKOTHSUB_Raw,RawSource,0,0,Triggered
10/24/2025 9:54,df_WKINVREG_Raw,RawSource,0,0,Triggered
10/24/2025 9:54,df_WKRODESC_Raw,RawSource,0,0,Triggered
10/24/2025 9:54,df_WKMECHWK_Raw,RawSource,0,0,Triggered
10/24/2025 9:54,df_WARSUBCI_LABOUR_Raw,RawSource,0,0,Triggered
10/24/2025 9:54,df_INTRANS_Raw,RawSource,0,0,Triggered
10/24/2025 9:54,df_CONTACT_Raw,RawSource,0,0,Triggered
10/24/2025 9:54,df_ARMASTER_Raw,RawSource,0,0,Triggered
10/24/2025 9:54,df_INSALORD_Raw,RawSource,0,0,Triggered
10/24/2025 9:54,df_INSALPAR_Raw,RawSource,0,0,Triggered
10/24/2025 9:54,df_JDIS_PART_INFORMATION_Raw,RawSource,0,0,Triggered
10/24/2025 9:54,df_BranchOperational_Raw,RawSource,0,0,Triggered
10/24/2025 9:54,df_RepairOrderDetail_Raw,RawSource,0,0,Triggered
10/24/2025 9:54,df_Technician_Raw,RawSource,0,0,Triggered
10/24/2025 9:54,df_TechnicianPunchedDetail_Raw,RawSource,0,0,Triggered
10/24/2025 9:54,df_Invoice_Raw,RawSource,0,0,Triggered
10/24/2025 9:54,df_ArMaster_Customer_Raw,RawSource,0,0,Triggered
10/24/2025 9:54,df_ArMaster_Contact_Raw,RawSource,0,0,Triggered
10/24/2025 9:54,df_WarClaim_Raw,RawSource,0,0,Triggered
10/24/2025 9:54,df_VhStockAccess_Raw,RawSource,0,0,Triggered
10/24/2025 9:54,df_CustomerAnatomy_Raw,RawSource,0,0,Triggered
10/24/2025 9:54,df_TechnicianInvoiceDetail_Raw,RawSource,0,0,Triggered
10/24/2025 9:54,df_InHist_PmManage_Raw,RawSource,0,0,Triggered
10/24/2025 9:56,df_Dim_Part,Dimension,0,0,Triggered
10/24/2025 9:56,df_Dim_BranchFranchise,Dimension,0,0,Triggered
10/24/2025 9:56,df_Dim_Date,Dimension,0,0,Triggered
10/24/2025 9:56,df_Dim_Franchise,Dimension,0,0,Triggered
10/24/2025 9:56,df_Dim_Source,Dimension,0,0,Triggered
10/24/2025 9:56,df_Dim_SLC,Dimension,0,0,Triggered
10/24/2025 9:56,df_Dim_DealerGroupCode,Dimension,0,0,Triggered
10/24/2025 9:56,df_Dim_VendorCode,Dimension,0,0,Triggered
10/24/2025 9:56,df_Dim_CommodityCode,Dimension,0,0,Triggered
10/24/2025 9:56,df_Dim_Branch,Dimension,0,0,Triggered
10/24/2025 9:56,df_Dim_SlicerControl,Dimension,0,0,Triggered
10/24/2025 9:56,df_Dim_Customer,Dimension,0,0,Triggered
10/24/2025 9:56,df_Dim_Vehicle,Dimension,0,0,Triggered
10/24/2025 9:56,df_Dim_Technicans,Dimension,0,0,Triggered
10/24/2025 9:56,df_Dim_Location,Dimension,0,0,Triggered
10/24/2025 9:56,df_Dim_JobType,Dimension,0,0,Triggered
10/24/2025 9:57,df_Dim_WorkOrderStatus,Dimension,0,0,Triggered
10/24/2025 9:57,df_Dim_JobCode,Dimension,0,0,Triggered
10/24/2025 9:57,df_Dim_WorkOrderLookup,Dimension,0,0,Triggered
10/24/2025 9:57,df_Dim_InvoiceLookup,Dimension,0,0,Triggered
10/24/2025 9:57,df_Dim_UniqueCustomers,Dimension,0,0,Triggered
10/24/2025 9:57,df_Dim_WorkOrderType,Dimension,0,0,Triggered
10/24/2025 9:57,df_Dim_WorkOrderMaster,Dimension,0,0,Triggered
10/24/2025 9:57,df_Dim_ModuleType,Dimension,0,0,Triggered
10/24/2025 9:57,df_Dim_Branch12_Parts,Dimension,0,0,Triggered
10/24/2025 9:57,df_Dim_PaymentMethod,Dimension,0,0,Triggered
10/24/2025 9:59,df_Fact_Part_Transactions,FactTable,0,0,Triggered
10/24/2025 9:59,df_Fact_Inventory,FactTable,0,0,Triggered
10/24/2025 9:59,df_Fact_Invoice_UniqueCustomers,FactTable,0,0,Triggered
10/24/2025 9:59,df_Fact_InTrans_UniqueCustomers,FactTable,0,0,Triggered
10/24/2025 9:59,df_Fact_WorkOrderJobs,FactTable,0,0,Triggered
10/24/2025 9:59,df_Fact_InvoiceHeader,FactTable,0,0,Triggered
10/24/2025 9:59,df_Fact_WorkOrderHeader,FactTable,0,0,Triggered
10/24/2025 9:59,df_Fact_WorkOrderLabor,FactTable,0,0,Triggered
10/24/2025 9:59,df_Fact_WorkOrderParts,FactTable,0,0,Triggered
10/24/2025 9:59,df_Fact_WarrantyClaims,FactTable,0,0,Triggered
10/24/2025 9:59,df_Fact_CustomerPerformance,FactTable,0,0,Triggered
10/24/2025 9:59,df_Fact_LaborPunches,FactTable,0,0,Triggered
10/24/2025 9:59,df_Fact_LaborJobs,FactTable,0,0,Triggered
10/24/2025 9:59,df_Fact_LaborInvoiced,FactTable,0,0,Triggered
10/24/2025 9:59,df_Fact_LaborWIP,FactTable,0,0,Triggered
10/24/2025 9:59,df_Fact_LaborJobSummary,FactTable,0,0,Triggered
10/24/2025 9:59,df_Fact_WorkOrderComprehensive,FactTable,0,0,Triggered
10/24/2025 9:59,df_Fact_First_Pass_Fill,FactTable,0,0,Triggered
10/24/2025 9:59,df_Fact_Invoice_InventoryAnalysis,FactTable,0,0,Triggered
10/24/2025 9:59,df_Fact_Machines_Serviced,FactTable,0,0,Triggered
10/24/2025 9:59,df_Fact_Top50_JobCodes,FactTable,0,0,Triggered
10/24/2025 9:59,df_Fact_Branch12_Transactions,FactTable,0,0,Triggered
10/24/2025 9:54,df_WKROFILE_Raw,RawSource,0,0,Triggered
10/24/2025 9:54,df_WKVEHFL_Raw,RawSource,0,0,Triggered
10/24/2025 9:54,df_VHSTOCK_Raw,RawSource,0,0,Triggered
10/24/2025 9:54,df_WKOTHSUB_Raw,RawSource,0,0,Triggered
10/24/2025 9:54,df_WKINVREG_Raw,RawSource,0,0,Triggered
10/24/2025 9:54,df_WKRODESC_Raw,RawSource,0,0,Triggered
10/24/2025 9:54,df_WKMECHWK_Raw,RawSource,0,0,Triggered
10/24/2025 9:54,df_WARSUBCI_LABOUR_Raw,RawSource,0,0,Triggered
10/24/2025 9:54,df_INTRANS_Raw,RawSource,0,0,Triggered
10/24/2025 9:54,df_CONTACT_Raw,RawSource,0,0,Triggered
10/24/2025 9:54,df_ARMASTER_Raw,RawSource,0,0,Triggered
10/24/2025 9:54,df_INSALORD_Raw,RawSource,0,0,Triggered
10/24/2025 9:54,df_INSALPAR_Raw,RawSource,0,0,Triggered
10/24/2025 9:54,df_JDIS_PART_INFORMATION_Raw,RawSource,0,0,Triggered
10/24/2025 9:54,df_BranchOperational_Raw,RawSource,0,0,Triggered
10/24/2025 9:54,df_RepairOrderDetail_Raw,RawSource,0,0,Triggered
10/24/2025 9:54,df_Technician_Raw,RawSource,0,0,Triggered
10/24/2025 9:54,df_TechnicianPunchedDetail_Raw,RawSource,0,0,Triggered
10/24/2025 9:54,df_Invoice_Raw,RawSource,0,0,Triggered
10/24/2025 9:54,df_ArMaster_Customer_Raw,RawSource,0,0,Triggered
10/24/2025 9:54,df_ArMaster_Contact_Raw,RawSource,0,0,Triggered
10/24/2025 9:54,df_WarClaim_Raw,RawSource,0,0,Triggered
10/24/2025 9:54,df_VhStockAccess_Raw,RawSource,0,0,Triggered
10/24/2025 9:54,df_CustomerAnatomy_Raw,RawSource,0,0,Triggered
10/24/2025 9:54,df_TechnicianInvoiceDetail_Raw,RawSource,0,0,Triggered
10/24/2025 9:54,df_InHist_PmManage_Raw,RawSource,0,0,Triggered
10/24/2025 9:56,df_Dim_Part,Dimension,0,0,Triggered
10/24/2025 9:56,df_Dim_BranchFranchise,Dimension,0,0,Triggered
10/24/2025 9:56,df_Dim_Date,Dimension,0,0,Triggered
10/24/2025 9:56,df_Dim_Franchise,Dimension,0,0,Triggered
10/24/2025 9:56,df_Dim_Source,Dimension,0,0,Triggered
10/24/2025 9:56,df_Dim_SLC,Dimension,0,0,Triggered
10/24/2025 9:56,df_Dim_DealerGroupCode,Dimension,0,0,Triggered
10/24/2025 9:56,df_Dim_VendorCode,Dimension,0,0,Triggered
10/24/2025 9:56,df_Dim_CommodityCode,Dimension,0,0,Triggered
10/24/2025 9:56,df_Dim_Branch,Dimension,0,0,Triggered
10/24/2025 9:56,df_Dim_SlicerControl,Dimension,0,0,Triggered
10/24/2025 9:56,df_Dim_Customer,Dimension,0,0,Triggered
10/24/2025 9:56,df_Dim_Vehicle,Dimension,0,0,Triggered
10/24/2025 9:56,df_Dim_Technicans,Dimension,0,0,Triggered
10/24/2025 9:56,df_Dim_Location,Dimension,0,0,Triggered
10/24/2025 9:56,df_Dim_JobType,Dimension,0,0,Triggered
10/24/2025 9:57,df_Dim_WorkOrderStatus,Dimension,0,0,Triggered
10/24/2025 9:57,df_Dim_JobCode,Dimension,0,0,Triggered
10/24/2025 9:57,df_Dim_WorkOrderLookup,Dimension,0,0,Triggered
10/24/2025 9:57,df_Dim_InvoiceLookup,Dimension,0,0,Triggered
10/24/2025 9:57,df_Dim_UniqueCustomers,Dimension,0,0,Triggered
10/24/2025 9:57,df_Dim_WorkOrderType,Dimension,0,0,Triggered
10/24/2025 9:57,df_Dim_WorkOrderMaster,Dimension,0,0,Triggered
10/24/2025 9:57,df_Dim_ModuleType,Dimension,0,0,Triggered
10/24/2025 9:57,df_Dim_Branch12_Parts,Dimension,0,0,Triggered
10/24/2025 9:57,df_Dim_PaymentMethod,Dimension,0,0,Triggered
10/24/2025 9:59,df_Fact_Part_Transactions,FactTable,0,0,Triggered
10/24/2025 9:59,df_Fact_Inventory,FactTable,0,0,Triggered
10/24/2025 9:59,df_Fact_Invoice_UniqueCustomers,FactTable,0,0,Triggered
